alcohol_no,name,type,rep_ingredients,ingredients,alcohol,size,prize,etc,tags,desc,food,brewery,brewery_address,brewery_page,brewery_tel,sweet,sour,scent,body
741,신선주 백주,탁주,약재,"쌀, 정제수, 찹쌀, 누룩 (밀), 약재(국화, 쇠무릅, 당귀, 하수오, 구기자, 맥문동, 인삼, 육계(계피), 숙지황, 생지황)",10,500,,,,"신선주는 함양박씨 종갓집에서 12세(世) 1대(代) 충청도 도사를 지내셨던 박숭탕 선조부터 현재 30세(世) 19대(代) 박준미 계승자까지 집안 대대로 500년간 집안 비법 그대로 내려오고 있는 가양주이다. 미숫가루가 연상되는 짙고 탁한 빛을 띈다. 생쌀과 생밀의 밀기울의 향이 짙게 느껴지며, 다양한 약재의 복합적인 향이 어우러진다. 약간의 산미가 있는 달달함을 느낄 수 있으며, 목 넘김이 적당하다.","대나무연잎밥, 산채비빔밥",농업회사법인(주)신선,충청북도 청주시 상당구 것대로 5 1층,https://smartstore.naver.com/sinseon,,2,3,3,3
742,신선주 약주,"약주, 청주",약재,"찹쌀, 누룩(밀), 약재(국화, 쇠무릅, 당귀, 하수오, 구기자, 맥문동, 인삼, 육계(계피), 숙지황, 생지황)",16,500,,,,"신선주는 함양박씨 종갓집에서 12세(世) 1대(代) 충청도 도사를 지내셨던 박숭탕 선조부터 현재 30세(世) 19대(代) 박준미 계승자까지 집안 대대로 500년간 집안 비법 그대로 내려오고 있는 가양주이다. 황금색의 맑은 빛깔, 첫 산미가 입안에 깔끔하게 퍼진 뒤, 순수한 재료들의 향이 입안에서 달달하게 남아 돈다.",,농업회사법인(주)신선,충청북도 청주시 상당구 것대로 5 1층,https://smartstore.naver.com/sinseon,,3,3,2,3
743,신선주 증류주,증류주,약재,"찹쌀, 누룩(밀), 약재(국화, 쇠무릅, 당귀, 하수오, 구기자, 맥문동, 인삼, 육계(계피), 숙지황, 생지황)",42,375,,,,"신선주는 함양박씨 종갓집에서 12세(世) 1대(代) 충청도 도사를 지내셨던 박숭탕 선조부터 현재 30세(世) 19대(代) 박준미 계승자까지 집안 대대로 500년간 집안 비법 그대로 내려오고 있는 가양주이다. 신선주는 일반증류주로 42도이다. 발효와 숙성이 끝난 신선주 약주를 전통방식 그대로 소줏고리로 한 방울씩 직접 내려 항아리에서 1년 이상 숙성시킨 후 나오게 된다. 맑고 투명한 빛깔에 소줏고리의 화덕향, 믿을 수 있는 재료의 순곡향, 건강한 약재향이 오랜 숙성으로 잘 어우러져 높은 도수에도 깔끔하고 부드럽게 넘어간다.",,농업회사법인(주)신선,충청북도 청주시 상당구 것대로 5 1층,https://smartstore.naver.com/sinseon,,4,1,4,3
744,예담은 한산소곡화주,증류주,구절초,"찹쌀, 멥쌀, 누룩, 대두, 구절초",41,500,2016년 대한민국 우리술품평회 일반증류주 장려상,,무형문화재,한산소곡주를 소줏고리에 불을 지펴서 증류하여 만든 술로 '소곡화주' 또는 '불소곡주'라고도 불린다. '한산소곡화주'는 국내산 찹쌀과 누룩을 주원료로 빚은 한산소곡주를 한방울 한방울 정성을 다하여 증류시켜 만든 고도주(高度酒)이다. 강한 첫맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급원주을 사용하기 때문에 그 맛과 향이 어느 술보다 뛰어나다. 높은 온도에서 증류한 곡향이 올라오고 알코올 도수에 비해서 술 맛이 매우 부드럽다. 술을 마시고 난 후에 혀에 남는 알코올이 긴 여운을 남긴다. 시간이 지날수록 박하와 가은 화한 맛이 입 안에 남는 것이 특징이다.,복 지리탕,한산예담은소곡주,충청남도 서천군 한산면 한마로 5(동산리),http://xn--399a58ii8nflevubg8d.com/,,3,1,2,3
745,은자골 곶감 생 탁배기,탁주,곶감,"백미, 소맥분, 정제수, 곶감분말, 전분당, 국, 누룩, 효소, 아스파탐",6,750,2016년 대한민국 우리술품평회 생막걸리 부분 대상,,,"삼백의 고을'인 상주는 쌀, 누에, 곶감의 고장으로 잘 알려져 있다. 상주의 은척 양조장에서는 상주의 햇 삼백쌀과 곶감을 이용하여 빚는 막걸리가 있는데 3대째 이어지고 있는 발효실과 백 년이 넘은 술독이 아직도 현역으로 제 몸을 비우고 채우는 일을 계속하고 있다. 은자골 곶감 생 탁배기는 전통누룩 이용하여 곶감을 첨가해 빚은 막걸리로, 쌀 막걸리 특유의 부드러운 목넘김을 가지고 있으며 곶감의 달콤함이 더해져 누구나 쉽게 마실 수 있는 막걸리다. 단맛과 신맛 그리고 바디감과 목넘김이 깃털처럼 가벼운 술이다.",생선회,은척양조장,경상북도 상주시 은척면 봉중2길 16-9,http://takbaeki.modoo.at/,,1,1,3,5
746,이강주 2호,리큐르/기타주류,배,"쌀, 소맥분, 정맥, 배, 생강, 계피, 울금, 꿀",25,750,,,명주,"배와 생강으로 빚은 이강주. 이 술은 조선 중기부터 전라도와 황해도에서 제조되었던 조선 3대 명주 중의 하나이다. 이강주의 재료인 울금은 전라도에서 재배하여 왕실에 진상품으로 올렸기 때문에 전라도 전주 곳곳에서는 이강주를 많이 빚어왔다. 이강주가 전주에 정착한 배경에는 태조 이성계와 동고동락을 같이 조인옥의 영향이 컸는데, 바로 동방사현 중 한 명인 조광조를 배출한 한양조씨 가문이다. 구한말에는 그 후손이 전주(완산)의 부사로 오게 되는데, 그러면서 집에서 담그는 약소주로 이강주를 빚게 되고, 이 전주 부사의 손자가 지금의 이강주를 빚는 조정형 명인으로 이어지게 된다. 이강주 19%와 전체적으로 비슷하지만 향이 맑고 알코올 향이 강하다",돼지 보쌈,전주 이강주,전주시 덕진구 매암길 28,https://www.leegangjumall.com/,,2,0,3,4
747,이강주,리큐르/기타주류,배,"쌀, 소맥분, 정맥, 배, 생강, 계피, 울금, 꿀",19,375,,,명주,"배와 생강으로 빚은 이강주. 이 술은 조선 중기부터 전라도와 황해도에서 제조되었던 조선 3대 명주 중의 하나이다. 이강주의 재료인 울금은 전라도에서 재배하여 왕실에 진상품으로 올렸기 때문에 전라도 전주 곳곳에서는 이강주를 많이 빚어왔다. 이강주가 전주에 정착한 배경에는 태조 이성계와 동고동락을 같이 조인옥의 영향이 컸는데, 바로 동방사현 중 한 명인 조광조를 배출한 한양조씨 가문이다. 구한말에는 그 후손이 전주(완산)의 부사로 오게 되는데, 그러면서 집에서 담그는 약소주로 이강주를 빚게 되고, 이 전주 부사의 손자가 지금의 이강주를 빚는 조정형 명인으로 이어지게 된다. 술 안에서 익은 듯한 생강 향과 술 전체를 감싸는 계피향이 있으며 단맛이 강하고 혀를 자극시킬 정도의 도수와 바디감을 가지고 있다.",돼지 보쌈,전주 이강주,전주시 덕진구 매암길 28,https://www.leegangjumall.com/,,2,0,3,4
748,부자 16,탁주,쌀,"쌀, 정제수, 고과당, 효모",16,375,"2013 대한민국 우리술품평회 살균막걸리 최우수상, 2016 대한민국 우리술품평회 살균막걸리 대상",2016 찾아가는 양조장,무감미료|소용량,"배혜정도가의 부자10은 배혜정의 아버지인 배상면이 개발한 발효주로, 그 기풍이 혀끝으로 느껴지는 프리미엄 정통 막걸리입니다. 쌀과 누룩으로만 빚어 자연이 숙성시키는 있는 그대로의 맛을 느낄 수 있으며 100% 경기미를 사용하여 음용감이 부드럽고 은은한 유백색의 기풍이 느껴지는 막걸리입니다. 부자 막걸리는 탁주와는 만드는 법이 약간 다른, 합주에 속하는 고급술입니다. 합주는 조선시대 양반들이 마시던 술로써 청주의 맑은 부분과 밑에 가라앉은 고형분까지 그 전체를 사용하여 거른 술인 것인데, 쌀의 식이섬유를 그대로 섭취할 수 있어 그 효용성까지 높이는 막걸리입니다. 부자 막걸리는 도수에 따라 10도, 13도, 16도로 판매됩니다.",,배혜정도가,경기도 화성시 정남면 서봉로 835,http://www.baedoga.co.kr/,031-354-9376,2,1,1,2
749,이상헌 탁주,탁주,쌀,"쌀, 국(밀 누룩), 정제수",19,500,,,,"이상헌 탁주'는 충남 아산에서 재배된 '아산 맑은쌀'과 제조사 이가수불에서 직접 만든 국내산밀누룩, 그리고 물만으로 빚은 순곡주이다. 최상급의 원재료로 정성껏 빚은 술로 유일무이한 알코올 도수 19%의 프리미엄 막걸리이다. 단맛, 신맛, 그리고 알코올의 달고, 시고, 맵고, 쓴 맛이 균형 잡혀 있는 복잡 미묘한 풍미를 자아낸다. 전 공정이 수작업으로 이루어져 하루 200병만 한정생산하고 있다. 탁주임에도 불구하고 살구 향, 복숭아 향 등 농익은 과실향이 나타난다. 단맛은 적지만, 다양한 과실향과 잘 발효된 시트러스한 식감으로 좋은 밸런스를 낸다.",샐러드,이가수불,충남 아산시 도고면 기곡로 77번길 30-7,http://www.subulkorea.com/,,2,3,2,3
750,자두와인 레드,과실주,피자두,피자두,12,750,2014년 대한민국 우리술품평회 과실주 장려상,,,"전국에서 가장 많은 자두를 재배하고 있는 자두특구 경북 김천의 품질 좋은 자두와 김천대학교의 양조기술이 결합하여 탄생한 '자두와인'이다. 한국와인의 특성 중에 하나가 포도뿐만 아니라 지역에서 생산하는 다양한 과실로 술을 빚는다는데 있는데, '자두와인'이 대표적인 경우이다. 진한 진주빛에 붉은 과실에서 나는 과실향과 훈연된 향이 올라온다. 신맛과 단맛이 잘 갖춰져 있으며 전체적인 술맛은 산미가 대장 노릇을 한다. 술을 오픈하고 어느 정도 산소 접촉을 시키면 더욱 부드럽게 마실 수 있다. 산미가 있어 입에 침이 고이고 아주 깔끔하게 마실 수 있는 술이다.",피자,자두사랑,경상북도 김천시 대학로 214,https://jadusarang.modoo.at/,,2,3,3,4
751,정고집 나주쌀 생막걸리,탁주,쌀,"쌀, 쌀가루, 조제종국, 정제효소, 젖산, 아스파탐, 아세셀팜칼",6,750,"2012년 전라남도 전통술품평회 수상, 2017년 대한민국막걸리축제 금상",,,"정고집 나주쌀 생막걸리'는 옛날 방식 그대로 국내산 쌀을 저온 발효 숙성해 빚은 막걸리다. 백설기와 찐쌀을 함께 빚어 특유의 깊은 맛과 정성이 살아 이는 남도 대표 막걸리이다. 720시간 낮은 온도에서 천천히 발효하여 만들어져 부드러운 목 넘김과 깔끔한 뒷맛이 안정적이다. '정고집 나주쌀 생막걸리'를 빚은 남도탁주는 2대 60여 년 동안 막걸리 제조 비법을 이어오고 있으며, 전통방식을 지키면서도 현대적 위생시설을 갖춰 정부로부터 지난 2011년 술 품질인증을 받은 전남지역 대표 양조장 가운데 하나다. 가벼운 누룩 향이 살짝 코끝을 스치는 듯 한 향. 쌀이 주는 맑은 아이보리 컬러에 마지막 후미까지 은은한 쌀의 향을 느낄 수 있다",홍어삼합,남도탁주,전남 나주시 노안면 노안로379,https://namdotakju.modoo.at/,,3,3,1,3
752,정고집 옛날 생동동주,탁주,쌀,"쌀, 쌀가루, 조제종국, 정제효소, 젖산, 아스파탐, 아세셀팜칼",6,"750, 1200","2012년 전라남도 전통술품평회 수상, 2017년 대한민국막걸리축제 금상",,,"정고집 옛날 생동동주'는 옛날 방식 그대로 국내산 쌀을 저온 발효 숙성해 빚은 막걸리다. 효모를 최대한 살림으로써 쌀알이 오래 남아 있고 칼로리는 낮으면서도 영양은 풍부하며 맛이 깔끔하다. 동동주답게 쌀이 동동 떠 있는 모습이 독특함. 단맛과 산미, 그리고 쌀의 담백함이 주는 밸런스가 좋은 막걸리이다.","두부김치, 부침개, 감자전",남도탁주,전남 나주시 노안면 노안로379,https://namdotakju.modoo.at/,,3,3,1,3
753,지장수 생막걸리,탁주,쌀,"정제수, 쌀, 효모, 누룩, 과당",6,750,,,,지장수는 '동의보감'에서 언급된 물로 황토를 휘저어 가라앉힌 물을 말한다. 그 중에서도 약천골의 지장수는 5억 7천만년 전 황토 암반층에서 천연적으로 생성된 물로 인위적으로 만들어내는 지장수 보다 품질이 우수하다. 이 약천골의 지장수로 빚어내어 생 막걸리 특유의 시원함을 그대로 담았다는 지장수 생 막걸리다. 단맛과 신맛의 균형이 잘 이루어진 일반적인 막걸리 맛이지만 입 안에 남는 연한 쓴맛이 음식과의 조화를 잘 맞출 수 있는 술이다,굴 튀김,낙천,강원도 동해시 공단2로 73,http://nakchun.modoo.at/,,3,2,2,3
754,진맥소주 53%,증류주,밀,밀,53,"200, 500",,,,"진맥소주는 안동 명개마을에서 직접 재배한 유기농 통밀로 상압 증류한 전통 수제 방식의 국내 유일의 밀로 만든 소주다. 밀 씨앗을 뿌리는 것부터 술을 병에 담기까지는 한결같은 정성이 깃든다. 진맥소주 한 병에는 2년의 가다림, 5평방미터의 밀밭 그리고 농부의 한 말 땀방울이 담겨 있다. 건강한 밀은 고유의 꽃향기를 지닌 우아한 술이 된다. 향긋한 밀꽃과 참꽃 향기는 자연이 우리에게 선사하는 최고의 선물이다. 증류주에서도 감칠맛이 날 수 있다는 것을 보여줄 수 있는 거의 유일한 술일듯하다. 증류한 술에 물을 희석하면 밍밍한 맛이 많이나게 되는데 이 술은 물과 증류원액의 밸런스가 잘 잡혀있다. 이것은 오랜 숙성이 되어야만 가능한 맛이다. 너무 차게 마시게 되면 진맥소주의 가장 큰 장점이라고 할 수 있는 감칠맛을 못 느낄 수 있으니 20도 정도에서 마시길 권장한다.",돼지고기 수육,농업회사법인 (주)밀과노닐다,경북 안동시 도산면 신성중앙길32,http://3d.co.kr/intro.htm,,1,0,4,3
755,찰막걸리,탁주,쌀,"정제수, 쌀, 밀가루, 찹쌀, 입국, 효모 정제효소제, 아스파탐",5.5,750,,,,"찹쌀과 쌀, 밀의 황금비율로 빚은 찹쌀막걸리이다. 막걸리를 마시면 숙취가 심해 머리가 아프고 속트림과 배부름으로 마시기를 꺼려한다는 소비자 시장조사 결과를 바탕으로 그 품질을 한층 개선하여 제조된 제품이다. 찹쌀을 주재료로 사용하는 여타의 막걸리와는 또 다른 독특한 맛을 보여준다. 드라이한 스타일을 찾는 분들에게는 너무 밋밋할 수 있고 탄산이 강한 막걸리를 좋아하는 분들에게도 아쉬울 수 있다. 하지만 그동안 진한 향과 맛이 부담스러웠고 탄산을 마시는 느낌이 싫어서 막걸리를 멀리했던 분들에게는 추천할만한 스타일이다. 막걸리 특유의 샘감을 가지고 있으며 입자가 고와 부드럽다.",매운 음식,(주)1932 포천일동막걸리,경기도 포천시 일동면 운악청계로 1597,http://xn--369ay3l35ejd457e5hhnxn.kr/niabbs5/,,2,2,1,4
756,창원 생탁주,탁주,쌀,"쌀, 누룩, 효소, 아스파탐, 정제수",6,750,,,,"창원생탁주는 국내산 쌀 100%를 발효시켜서 정성껏 빚은 창원을 대표하는 지역 막걸리다.. 1945년 창원 사화정미소로부터 이어온 노하우로 만든 창원을 대표하는 양조명가의 전통을 그대로 담고 있는 예스러운 디자인의 막걸리로 창원지역의 쌀과 누룩을 빚어 첫 맛은 부드럽고 뒷맛은 깔끔한 스테디셀러 막걸리다. 막걸리 특유의 맑은 아이보리 컬러를 잘 표현한 술이다. 산미와 누룩향이 은은하게 올라오며 머금은 순간 짜릿한 청량감도 그대로 느껴진다. 과실 향, 꽃향, 긴 후미등 화려한 맛은 아니지만 막걸리 본연의 식감을 잘 표현한 술이기도 하다. 기존의 막걸리 안주와 즐기기에 적합하며, 오랜 친구들과 함께 나눈다면 추억이 새록새록 다가오는 클래식한 제품 디자인도 나름 매력적이다.","코다리찜, 가오리찜",농업회사법인 우포의아침(주),경남 창녕군 대지면 대지농공단지길 40,http://www.woopo.net/,,3,3,2,3
